date,option_name,option_type,bid,ask,mid,expiration,strike,underlying,moneyness,implied_volatility,delta
2026-01-12,P_20260118_1055,put,45.459374074114784,46.377745267531246,45.918559670823015,2026-01-18,1055.0,1014.1529571961257,1.0402770040890144,0.30536882034386065,-0.7894038017532843
2026-01-12,C_20260118_1075,call,2.8078627009268193,2.864587199935442,2.8362249504311308,2026-01-18,1075.0,1014.1529571961257,1.0599978951617919,0.3126285616734843,0.12022296391653453
2026-01-12,P_20260118_1075,put,62.53977000659138,63.80319970369423,63.17148485514281,2026-01-18,1075.0,1014.1529571961257,1.0599978951617919,0.3126285616734843,-0.8797770360834655
2026-01-12,C_20260118_1095,call,1.4143314084025254,1.4429037600874248,1.428617584244975,2026-01-18,1095.0,1014.1529571961257,1.0797187862345694,0.32251517947227126,0.06593100252372204
2026-01-12,P_20260118_1095,put,80.9368123871801,82.57189950611304,81.75435594664657,2026-01-18,1095.0,1014.1529571961257,1.0797187862345694,0.32251517947227126,-0.9340689974762779
2026-01-12,C_20260118_1115,call,0.7177608799130135,0.732261099709236,0.7250109898111248,2026-01-18,1115.0,1014.1529571961257,1.099439677307347,0.334046679252575,0.03560084546563125
2026-01-12,P_20260118_1115,put,100.03081553180367,102.05164008800172,101.0412278099027,2026-01-18,1115.0,1014.1529571961257,1.099439677307347,0.334046679252575,-0.9643991545343688
2026-01-12,C_20260119_0915,call,99.51813678578368,101.52860419559748,100.52337049069058,2026-01-19,915.0,1014.1529571961257,0.9022307665795716,0.3503732047872381,0.9641150385485023
2026-01-12,P_20260119_0915,put,0.8535989274021051,0.8708433501779053,0.8622211387900052,2026-01-19,915.0,1014.1529571961257,0.9022307665795716,0.3503732047872381,-0.035884961451497666
2026-01-12,C_20260119_0935,call,80.50405689171698,82.13040147538804,81.31722918355251,2026-01-19,935.0,1014.1529571961257,0.9219516576523491,0.3314584049917727,0.9343093207829198
2026-01-12,P_20260119_0935,put,1.6285220883252032,1.661421524452985,1.6449718063890941,2026-01-19,935.0,1014.1529571961257,0.9219516576523491,0.3314584049917727,-0.06569067921708016
2026-01-12,C_20260119_0955,call,62.203245693251,63.45987691937729,62.83156130631414,2026-01-19,955.0,1014.1529571961257,0.9416725487251266,0.3142597714745733,0.881834882216586
2026-01-12,P_20260119_0955,put,3.116713944849087,3.1796778629268463,3.1481959038879666,2026-01-19,955.0,1014.1529571961257,0.9416725487251266,0.3142597714745733,-0.11816511778341399
2026-01-12,C_20260119_0975,call,45.21408561337595,46.12750148435324,45.670793548864594,2026-01-19,975.0,1014.1529571961257,0.9613934397979041,0.2997315845824157,0.7950969202011884
2026-01-12,P_20260119_0975,put,5.916556919963848,6.03608332238736,5.976320121175604,2026-01-19,975.0,1014.1529571961257,0.9613934397979041,0.2997315845824157,-0.20490307979881162
2026-01-12,C_20260119_0995,call,30.417963531646105,31.032467845416736,30.72521568853142,2026-01-19,995.0,1014.1529571961257,0.9811143308706817,0.28895004249313083,0.6669560685926744
2026-01-12,P_20260119_0995,put,10.909437893223624,11.129830577935211,11.019634235579417,2026-01-19,995.0,1014.1529571961257,0.9811143308706817,0.28895004249313083,-0.3330439314073256
2026-01-12,C_20260119_1015,call,18.73921471052428,19.117784704676282,18.92849970760028,2026-01-19,1015.0,1014.1529571961257,1.0008352219434593,0.2827898770201867,0.5070367738688921
2026-01-12,P_20260119_1015,put,19.019692127091748,19.403928331679463,19.211810229385605,2026-01-19,1015.0,1014.1529571961257,1.0008352219434593,0.2827898770201867,-0.4929632261311079
2026-01-12,C_20260119_1035,call,10.609047242574066,10.823371429292733,10.7162093359334,2026-01-19,1035.0,1014.1529571961257,1.0205561130162368,0.28152997309416133,0.3451855806717611
2026-01-12,P_20260119_1035,put,30.67852771413121,31.298295950780325,30.988411832455768,2026-01-19,1035.0,1014.1529571961257,1.0205561130162368,0.28152997309416133,-0.6548144193282389
2026-01-12,C_20260119_1055,call,5.631021023239444,5.744779023708927,5.687900023474185,2026-01-19,1055.0,1014.1529571961257,1.0402770040890144,0.2847092386088464,0.2128064831462394
2026-01-12,P_20260119_1055,put,45.4895045497866,46.408484439681274,45.94899449473394,2026-01-19,1055.0,1014.1529571961257,1.0402770040890144,0.2847092386088464,-0.7871935168537606
2026-01-12,C_20260119_1075,call,2.8824648132546766,2.94069642564366,2.9115806194491682,2026-01-19,1075.0,1014.1529571961257,1.0599978951617919,0.291371060390043,0.12218590913577693
2026-01-12,P_20260119_1075,put,62.5299513947913,63.793182736100206,63.16156706544575,2026-01-19,1075.0,1014.1529571961257,1.0599978951617919,0.291371060390043,-0.8778140908642231
2026-01-12,C_20260119_1095,call,1.4598630715322374,1.4893552547955151,1.4746091631638762,2026-01-19,1095.0,1014.1529571961257,1.0797187862345694,0.30045533069171465,0.06738476115082892
2026-01-12,P_20260119_1095,put,80.89635270805888,82.53062245973683,81.71348758389786,2026-01-19,1095.0,1014.1529571961257,1.0797187862345694,0.30045533069171465,-0.9326152388491711
2026-01-12,C_20260119_1115,call,0.7443483851553558,0.7593857262696055,0.7518670557124807,2026-01-19,1115.0,1014.1529571961257,1.099439677307347,0.31106009979617627,0.03656963378876336
2026-01-12,P_20260119_1115,put,99.96984107667157,101.98943382569524,100.97963745118341,2026-01-19,1115.0,1014.1529571961257,1.099439677307347,0.31106009979617627,-0.9634303662112367
2026-01-12,C_20260120_0915,call,99.60958442563047,101.62189926251189,100.61574184407118,2026-01-20,915.0,1014.1529571961257,0.9022307665795716,0.32933214932363963,0.9635556760916509
2026-01-12,P_20260120_0915,put,0.8731964907208514,0.8908368238667272,0.8820166572937893,2026-01-20,915.0,1014.1529571961257,0.9022307665795716,0.32933214932363963,-0.03644432390834906
2026-01-12,C_20260120_0935,call,80.61048466255245,82.23897930219998,81.42473198237622,2026-01-20,935.0,1014.1529571961257,0.9219516576523491,0.3117222497872148,0.9334919951407364
2026-01-12,P_20260120_0935,put,1.6615292891566933,1.6950955374224852,1.6783124132895892,2026-01-20,935.0,1014.1529571961257,0.9219516576523491,0.3117222497872148,-0.06650800485926356
2026-01-12,C_20260120_0955,call,62.33075838937443,63.589965629563814,62.96036200946912,2026-01-20,955.0,1014.1529571961257,0.9416725487251266,0.2957156500806125,0.8808026460555775
2026-01-12,P_20260120_0955,put,3.1692355774924303,3.2332605386538935,3.201248058073162,2026-01-20,955.0,1014.1529571961257,0.9416725487251266,0.2957156500806125,-0.11919735394442255
2026-01-12,C_20260120_0975,call,45.3666150885867,46.2831123631036,45.82486372584515,2026-01-20,975.0,1014.1529571961257,0.9613934397979041,0.2821970963430821,0.7941227617319323
2026-01-12,P_20260120_0975,put,5.99252483821861,6.11358594606141,6.05305539214001,2026-01-20,975.0,1014.1529571961257,0.9613934397979041,0.2821970963430821,-0.2058772382680677
2026-01-12,C_20260120_0995,call,30.590621391250828,31.20861374258923,30.89961756692003,2026-01-20,995.0,1014.1529571961257,0.9811143308706817,0.2721631078132397,0.6665912683958466
2026-01-12,P_20260120_0995,put,11.003963702396346,11.226265999414453,11.1151148509054,2026-01-20,995.0,1014.1529571961257,0.9811143308706817,0.2721631078132397,-0.3334087316041534
2026-01-12,C_20260120_1015,call,18.913534446653145,19.295626051636035,19.10458024914459,2026-01-20,1015.0,1014.1529571961257,1.0008352219434593,0.2664230290528335,0.5077879087297787
2026-01-12,P_20260120_1015,put,19.114309319312575,19.50045698232899,19.307383150820783,2026-01-20,1015.0,1014.1529571961257,1.0008352219434593,0.2664230290528335,-0.49221209127022125
2026-01-12,C_20260120_1035,call,10.76033961735226,10.977720215682607,10.869029916517434,2026-01-20,1035.0,1014.1529571961257,1.0205561130162368,0.26523488837651343,0.34697446367019025
2026-01-12,P_20260120_1035,put,30.748547051525325,31.369729820243005,31.059138435884165,2026-01-20,1035.0,1014.1529571961257,1.0205561130162368,0.26523488837651343,-0.6530255363298098
2026-01-12,C_20260120_1055,call,5.744078992882561,5.860120992738774,5.802099992810668,2026-01-20,1055.0,1014.1529571961257,1.0402770040890144,0.26817216157613327,0.21498816192303405
2026-01-12,P_20260120_1055,put,45.51971898856942,46.43930927116679,45.97951412986811,2026-01-20,1055.0,1014.1529571961257,1.0402770040890144,0.26817216157613327,-0.785011838076966
2026-01-12,C_20260120_1075,call,2.957520733051822,3.017268626648829,2.9873946798503255,2026-01-20,1075.0,1014.1529571961257,1.0599978951617919,0.27434919092170956,0.12413469571183328
2026-01-12,P_20260120_1075,put,62.52059329025241,63.78363557894437,63.15211443459839,2026-01-20,1075.0,1014.1529571961257,1.0599978951617919,0.27434919092170956,-0.8758653042881668
2026-01-12,C_20260120_1095,call,1.5059328230540039,1.536355708368226,1.521144265711115,2026-01-20,1095.0,1014.1529571961257,1.0797187862345694,0.2827833964164963,0.06883733078234353
2026-01-12,P_20260120_1095,put,80.85643794176856,82.48990133453155,81.67316963815006,2026-01-20,1095.0,1014.1529571961257,1.0797187862345694,0.2827833964164963,-0.9311626692176564
2026-01-12,C_20260120_1115,call,0.7713945994921604,0.7869783287748303,0.7791864641334953,2026-01-20,1115.0,1014.1529571961257,1.099439677307347,0.29263766384970624,0.037543640412731755
2026-01-12,P_20260120_1115,put,99.90933227972036,101.92770262880563,100.918517454263,2026-01-20,1115.0,1014.1529571961257,1.099439677307347,0.29263766384970624,-0.9624563595872683
2026-01-12,C_20260121_0915,call,99.70115559451108,101.71532035399616,100.70823797425362,2026-01-21,915.0,1014.1529571961257,0.9022307665795716,0.311987368207239,0.962997988348827
2026-01-12,P_20260121_0915,put,0.8929232852344061,0.9109621394815658,0.901942712357986,2026-01-21,915.0,1014.1529571961257,0.9022307665795716,0.311987368207239,-0.037002011651173006
2026-01-12,C_20260121_0935,call,80.71699868479614,82.34764512287283,81.53232190383449,2026-01-21,935.0,1014.1529571961257,0.9219516576523491,0.29546189893987984,0.9326811880281696
2026-01-12,P_20260121_0935,put,1.694628568194546,1.728863488764133,1.7117460284793395,2026-01-21,935.0,1014.1529571961257,0.9219516576523491,0.29546189893987984,-0.06731881197183043
2026-01-12,C_20260121_0955,call,62.458190861847086,63.71997249541975,63.08908167863342,2026-01-21,955.0,1014.1529571961257,0.9416725487251266,0.2804460141543771,0.8797844663344416
2026-01-12,P_20260121_0955,put,3.221682937920595,3.2867674417169708,3.254225189818783,2026-01-21,955.0,1014.1529571961257,0.9416725487251266,0.2804460141543771,-0.12021553366555837
2026-01-12,C_20260121_0975,call,45.518719125978386,46.43828920933148,45.97850416765493,2026-01-21,975.0,1014.1529571961257,0.9613934397979041,0.2677665470473958,0.7931680106060436
2026-01-12,P_20260121_0975,put,6.06807339472718,6.1906607360348,6.12936706538099,2026-01-21,975.0,1014.1529571961257,0.9613934397979041,0.2677665470473958,-0.20683198939395642
2026-01-12,C_20260121_0995,call,30.762458452664028,31.383922259788555,31.07319035622629,2026-01-21,995.0,1014.1529571961257,0.9811143308706817,0.25835366081548794,0.6662385878032211
2026-01-12,P_20260121_0995,put,11.097674914088,11.321870366897858,11.209772640492929,2026-01-21,995.0,1014.1529571961257,0.9811143308706817,0.25835366081548794,-0.3337614121967789
2026-01-12,C_20260121_1015,call,19.086942877610976,19.472537683219276,19.279740280415126,2026-01-21,1015.0,1014.1529571961257,1.0008352219434593,0.25296227259277426,0.508528823162973
2026-01-12,P_20260121_1015,put,19.20802153171009,19.59606237073454,19.402041951222316,2026-01-21,1015.0,1014.1529571961257,1.0008352219434593,0.25296227259277426,-0.491471176837027
2026-01-12,C_20260121_1035,call,10.911119852280386,11.131546515962818,11.021333184121602,2026-01-21,1035.0,1014.1529571961257,1.0205561130162368,0.2518330919382186,0.3487342691599638
2026-01-12,P_20260121_1035,put,30.818060699054595,31.44064778388398,31.129354241469287,2026-01-21,1035.0,1014.1529571961257,1.0205561130162368,0.2518330919382186,-0.6512657308400362
2026-01-12,C_20260121_1055,call,5.857205170239503,5.9755325474160585,5.916368858827781,2026-01-21,1055.0,1014.1529571961257,1.0402770040890144,0.2545684224041601,0.21714185321894713
2026-01-12,P_20260121_1055,put,45.55000820968877,46.470210395743095,46.01010930271593,2026-01-21,1055.0,1014.1529571961257,1.0402770040890144,0.2545684224041601,-0.7828581467810529
2026-01-12,C_20260121_1075,call,3.033016977704613,3.0942900479612723,3.0636535128329427,2026-01-21,1075.0,1014.1529571961257,1.0599978951617919,0.26034169845569655,0.12606935151185694
2026-01-12,P_20260121_1075,put,62.51168220982918,63.77454447669442,63.1431133432618,2026-01-21,1075.0,1014.1529571961257,1.0599978951617919,0.26034169845569655,-0.8739306484881431
2026-01-12,C_20260121_1095,call,1.5525313112813335,1.5838955801961079,1.5682134457387207,2026-01-21,1095.0,1014.1529571961257,1.0797187862345694,0.26823486982156014,0.07028844694698974
2026-01-12,P_20260121_1095,put,80.81705873608097,82.44972658933513,81.63339266270805,2026-01-21,1095.0,1014.1529571961257,1.0797187862345694,0.26823486982156014,-0.9297115530530102
2026-01-12,C_20260121_1115,call,0.7988955516900005,0.8150348557645459,0.8069652037272732,2026-01-21,1115.0,1014.1529571961257,1.099439677307347,0.2774647644408797,0.03852260043222353
2026-01-12,P_20260121_1115,put,99.84928516916473,101.86644244530946,100.8578638072371,2026-01-21,1115.0,1014.1529571961257,1.099439677307347,0.2774647644408797,-0.9614773995677764
2026-01-12,C_20260122_0915,call,99.79284732575184,101.80886444344378,100.80085588459781,2026-01-22,915.0,1014.1529571961257,0.9022307665795716,0.29738408032243957,0.9624420282788503
2026-01-12,P_20260122_0915,put,0.9127763438160649,0.931216269953763,0.921996306884914,2026-01-22,915.0,1014.1529571961257,0.9022307665795716,0.29738408032243957,-0.03755797172114972
2026-01-12,C_20260122_0935,call,80.82359448976857,82.45639437845077,81.63999443410967,2026-01-22,935.0,1014.1529571961257,0.9219516576523491,0.28177886112836537,0.9318768755030942
2026-01-12,P_20260122_0935,put,1.727815456296672,1.7627208190501404,1.7452681376734063,2026-01-22,935.0,1014.1529571961257,0.9219516576523491,0.28177886112836537,-0.06812312449690583
2026-01-12,C_20260122_0955,call,62.585539547486405,63.84989388177905,63.21771671463273,2026-01-22,955.0,1014.1529571961257,0.9416725487251266,0.26760374358108346,0.8787800930999147
2026-01-12,P_20260122_0955,put,3.2740524624787017,3.340194936468171,3.3071236994734363,2026-01-22,955.0,1014.1529571961257,0.9416725487251266,0.26760374358108346,-0.12121990690008533
2026-01-12,C_20260122_0975,call,45.67040124558022,46.59303561417781,46.131718429879015,2026-01-22,975.0,1014.1529571961257,0.9613934397979041,0.2556363180996793,0.792232131687763
2026-01-12,P_20260122_0975,put,6.143206109036442,6.26731128295637,6.205258695996406,2026-01-22,975.0,1014.1529571961257,0.9613934397979041,0.2556363180996793,-0.20776786831223704
2026-01-12,C_20260122_0995,call,30.933490037751415,31.558409028413063,31.24594953308224,2026-01-22,995.0,1014.1529571961257,0.9811143308706817,0.2467503383351333,0.6658975986085531
2026-01-12,P_20260122_0995,put,11.190586849671831,11.416659311281364,11.303623080476598,2026-01-22,995.0,1014.1529571961257,0.9811143308706817,0.2467503383351333,-0.33410240139144687
2026-01-12,C_20260122_1015,call,19.25945886540065,19.64853884247945,19.45399885394005,2026-01-22,1015.0,1014.1529571961257,1.0008352219434593,0.24165448031797337,0.5092598291896763
2026-01-12,P_20260122_1015,put,19.300847625784925,19.690763739437145,19.495805682611035,2026-01-22,1015.0,1014.1529571961257,1.0008352219434593,0.24165448031797337,-0.49074017081032373
2026-01-12,C_20260122_1035,call,11.061394248092167,11.284856758154636,11.173125503123401,2026-01-22,1035.0,1014.1529571961257,1.0205561130162368,0.24057477909519098,0.3504658705316715
2026-01-12,P_20260122_1035,put,30.887074956940584,31.51105626920201,31.199065613071298,2026-01-22,1035.0,1014.1529571961257,1.0205561130162368,0.24057477909519098,-0.6495341294683286
2026-01-12,C_20260122_1055,call,5.97039085012701,6.091004806695232,6.030697828411121,2026-01-22,1055.0,1014.1529571961257,1.0402770040890144,0.24313808045829674,0.2192681592576019
2026-01-12,P_20260122_1055,put,45.5803635074394,46.501178931832115,46.04077121963576,2026-01-22,1055.0,1014.1529571961257,1.0402770040890144,0.24313808045829674,-0.7807318407423981
2026-01-12,C_20260122_1075,call,3.108940492580063,3.171747371218044,3.1403439318990536,2026-01-22,1075.0,1014.1529571961257,1.0599978951617919,0.24856805454370792,0.12798991425405903
2026-01-12,P_20260122_1075,put,62.50320509835648,63.765896110444494,63.13455060440049,2026-01-22,1075.0,1014.1529571961257,1.0599978951617919,0.24856805454370792,-0.872010085745941
2026-01-12,C_20260122_1095,call,1.5996493268850873,1.6319654749029677,1.6158074008940275,2026-01-22,1095.0,1014.1529571961257,1.0797187862345694,0.25600148103476156,0.07173785933887061
2026-01-12,P_20260122_1095,put,80.77820588112553,82.41008882821899,81.59414735467226,2026-01-22,1095.0,1014.1529571961257,1.0797187862345694,0.25600148103476156,-0.9282621406611293
2026-01-12,C_20260122_1115,call,0.8268472300547345,0.8435512145002846,0.8351992222775095,2026-01-22,1115.0,1014.1529571961257,1.099439677307347,0.26470100553803383,0.039506256585851246
2026-01-12,P_20260122_1115,put,99.78969573275907,101.80564918190572,100.7976724573324,2026-01-22,1115.0,1014.1529571961257,1.099439677307347,0.26470100553803383,-0.9604937434141487
2026-01-13,C_20260114_0920,call,104.15163614751354,106.25570960503906,105.2036728762763,2026-01-14,920.0,1024.4751331721654,0.8980208208190757,0.9109741890850147,0.9715733327136248
2026-01-13,P_20260114_0920,put,0.6489714611888391,0.6620819957583106,0.6555267284735748,2026-01-14,920.0,1024.4751331721654,0.8980208208190757,0.9109741890850147,-0.028426667286375218
2026-01-13,C_20260114_0945,call,80.22518883408019,81.84589971961715,81.03554427684867,2026-01-14,945.0,1024.4751331721654,0.9224235605152463,0.8468555846003861,0.9384453848331059
2026-01-13,P_20260114_0945,put,1.4705599399870812,1.500268221602982,1.4854140807950316,2026-01-14,945.0,1024.4751331721654,0.9224235605152463,0.8468555846003861,-0.06155461516689409
2026-01-13,C_20260114_0965,call,61.81137445352394,63.06008908894867,62.435731771236306,2026-01-14,965.0,1024.4751331721654,0.9419457522721828,0.8004633489934881,0.8874101126453329
2026-01-13,P_20260114_0965,put,2.855174193215939,2.9128544799475744,2.8840143365817568,2026-01-14,965.0,1024.4751331721654,0.9419457522721828,0.8004633489934881,-0.11258988735466713
2026-01-13,C_20260114_0985,call,44.678700378017865,45.581300385654586,45.130000381836226,2026-01-14,985.0,1024.4751331721654,0.9614679440291192,0.7612003768729528,0.8009700818410809
2026-01-13,P_20260114_0985,put,5.520928751495175,5.632462665666795,5.576695708580985,2026-01-14,985.0,1024.4751331721654,0.9614679440291192,0.7612003768729528,-0.19902991815891913
2026-01-13,C_20260114_1005,call,29.748394361251258,30.349372025114917,30.048883193183087,2026-01-14,1005.0,1024.4751331721654,0.9809901357860557,0.7320138286904326,0.6703918851755194
2026-01-13,P_20260114_1005,put,10.389051368513785,10.598931194140325,10.493991281327055,2026-01-14,1005.0,1024.4751331721654,0.9809901357860557,0.7320138286904326,-0.3296081148244806
2026-01-13,C_20260114_1025,call,18.016132871966345,18.38009515220809,18.198114012087217,2026-01-14,1025.0,1024.4751331721654,1.0005123275429921,0.7153163639817193,0.5051561179459749
2026-01-13,P_20260114_1025,put,18.45521851301409,18.8280512102467,18.641634861630394,2026-01-14,1025.0,1024.4751331721654,1.0005123275429921,0.7153163639817193,-0.4948438820540251
2026-01-13,C_20260114_1045,call,9.955945709368498,10.157075925719377,10.056510817543938,2026-01-14,1045.0,1024.4751331721654,1.0200345192999285,0.71190316355551,0.3379243196699914
2026-01-13,P_20260114_1045,put,30.193459984201233,30.803428872770958,30.498444428486096,2026-01-14,1045.0,1024.4751331721654,1.0200345192999285,0.71190316355551,-0.6620756803300085
2026-01-13,C_20260114_1065,call,5.1335830725271565,5.237291821467099,5.185437446997128,2026-01-14,1065.0,1024.4751331721654,1.0395567110568649,0.7205444260791807,0.20319987167610704
2026-01-13,P_20260114_1065,put,45.16952598114522,46.082041657531995,45.62578381933861,2026-01-14,1065.0,1024.4751331721654,1.0395567110568649,0.7205444260791807,-0.796800128323893
2026-01-13,C_20260114_1085,call,2.550604669667785,2.6021320367317804,2.5763683531997827,2026-01-14,1085.0,1024.4751331721654,1.0590789028138015,0.7386423139126168,0.11340244810403483
2026-01-13,P_20260114_1085,put,62.384976212070995,63.645278761809806,63.0151274869404,2026-01-14,1085.0,1024.4751331721654,1.0590789028138015,0.7386423139126168,-0.8865975518959652
2026-01-13,C_20260114_1105,call,1.2569115239097213,1.2823036759078976,1.2696075999088094,2026-01-14,1105.0,1024.4751331721654,1.0786010945707378,0.7633036402013933,0.06082089007604245
2026-01-13,P_20260114_1105,put,80.88971170009826,82.52384728999924,81.70677949504875,2026-01-14,1105.0,1024.4751331721654,1.0786010945707378,0.7633036402013933,-0.9391791099239576
2026-01-13,C_20260114_1125,call,0.626196492506482,0.6388469266985322,0.6325217096025071,2026-01-14,1125.0,1024.4751331721654,1.0981232863276742,0.7920632872301975,0.03219697041219292
2026-01-13,P_20260114_1125,put,100.05742530248017,102.07878742980301,101.06810636614159,2026-01-14,1125.0,1024.4751331721654,1.0981232863276742,0.7920632872301975,-0.9678030295878071
2026-01-13,C_20260115_0920,call,104.24070595218258,106.34657879970142,105.293642375942,2026-01-15,920.0,1024.4751331721654,0.8980208208190757,0.6473897884624974,0.971058788993576
2026-01-13,P_20260115_0920,put,0.6657641564832382,0.6792139374222934,0.6724890469527658,2026-01-15,920.0,1024.4751331721654,0.8980208208190757,0.6473897884624974,-0.028941211006423995
2026-01-13,C_20260115_0945,call,80.33252374408525,81.95540301164252,81.14396337786388,2026-01-15,945.0,1024.4751331721654,0.9224235605152463,0.6022773054363613,0.9375813329724116
2026-01-13,P_20260115_0945,put,1.5036536887321823,1.534030530928792,1.5188421098304872,2026-01-15,945.0,1024.4751331721654,0.9224235605152463,0.6022773054363613,-0.06241866702758836
2026-01-13,C_20260115_0965,call,61.9409408520643,63.19227299048984,62.56660692127707,2026-01-15,965.0,1024.4751331721654,0.9419457522721828,0.5696521685522383,0.8862855131414442
2026-01-13,P_20260115_0965,put,2.9089281889882748,2.967694415028442,2.9383113020083584,2026-01-15,965.0,1024.4751331721654,0.9419457522721828,0.5696521685522383,-0.11371448685855579
2026-01-13,C_20260115_0985,call,44.83553890531272,45.74130736804631,45.28842313667951,2026-01-15,985.0,1024.4751331721654,0.9614679440291192,0.5420482844169333,0.799868103263975
2026-01-13,P_20260115_0985,put,5.600383634513715,5.713522697837224,5.6569531661754695,2026-01-15,985.0,1024.4751331721654,0.9614679440291192,0.5420482844169333,-0.20013189673602505
2026-01-13,C_20260115_1005,call,29.928041785283067,30.532648690036257,30.230345237659662,2026-01-15,1005.0,1024.4751331721654,0.9809901357860557,0.5215266492134173,0.6699376310260206
2026-01-13,P_20260115_1005,put,10.489743906761158,10.701657925079564,10.59570091592036,2026-01-15,1005.0,1024.4751331721654,0.9809901357860557,0.5215266492134173,-0.33006236897397945
2026-01-13,C_20260115_1025,call,18.198387077373273,18.566031260754553,18.382209169063913,2026-01-15,1025.0,1024.4751331721654,1.0005123275429921,0.5097724629662673,0.5059535519283307
2026-01-13,P_20260115_1025,put,18.5569465911284,18.93183440105019,18.744390496089295,2026-01-15,1025.0,1024.4751331721654,1.0005123275429921,0.5097724629662673,-0.4940464480716693
2026-01-13,C_20260115_1045,call,10.113004949432316,10.31730807972388,10.215156514578098,2026-01-15,1045.0,1024.4751331721654,1.0200345192999285,0.5073404845031603,0.3398862057519476
2026-01-13,P_20260115_1045,put,30.268421855464595,30.87990512527196,30.574163490368278,2026-01-15,1045.0,1024.4751331721654,1.0200345192999285,0.5073404845031603,-0.6601137942480524
2026-01-13,C_20260115_1065,call,5.248779245221562,5.3548151895694724,5.301797217395517,2026-01-15,1065.0,1024.4751331721654,1.0395567110568649,0.5133712028112998,0.20556419826433542
2026-01-13,P_20260115_1065,put,45.20105354353082,46.11420614036983,45.657629841950325,2026-01-15,1065.0,1024.4751331721654,1.0395567110568649,0.5133712028112998,-0.7944358017356645
2026-01-13,C_20260115_1085,call,2.625134684816865,2.6781677087525595,2.6516511967847123,2026-01-15,1085.0,1024.4751331721654,1.0590789028138015,0.5260483115811364,0.11546051691632425
2026-01-13,P_20260115_1085,put,62.37426637540327,63.63435256480536,63.00430947010432,2026-01-15,1085.0,1024.4751331721654,1.0590789028138015,0.5260483115811364,-0.8845394830836757
2026-01-13,C_20260115_1105,call,1.3014059540726968,1.3276969834479027,1.3145514687602997,2026-01-15,1105.0,1024.4751331721654,1.0786010945707378,0.543346727971027,0.06230894597327596
2026-01-13,P_20260115_1105,put,80.84739503693623,82.48067574475311,81.66403539084467,2026-01-15,1105.0,1024.4751331721654,1.0786010945707378,0.543346727971027,-0.937691054026724
2026-01-13,C_20260115_1125,call,0.6516414040722694,0.6648058768818103,0.6582236404770399,2026-01-15,1125.0,1024.4751331721654,1.0981232863276742,0.5635384144630533,0.03316536887718554
2026-01-13,P_20260115_1125,put,99.99448787921276,102.01457854343928,101.00453321132602,2026-01-15,1125.0,1024.4751331721654,1.0981232863276742,0.5635384144630533,-0.9668346311228144
2026-01-13,C_20260116_0920,call,104.32991587308642,106.43759094122957,105.383753407158,2026-01-16,920.0,1024.4751331721654,0.8980208208190757,0.5312188122983147,0.9705448777349086
2026-01-13,P_20260116_0920,put,0.6827027040631011,0.6964946778825576,0.6895986909728293,2026-01-16,920.0,1024.4751331721654,0.8980208208190757,0.5312188122983147,-0.029455122265091394
2026-01-13,C_20260116_0945,call,80.43997393713171,82.06502391565964,81.25249892639567,2026-01-16,945.0,1024.4751331721654,0.9224235605152463,0.49456633480264073,0.9367240565009491
2026-01-13,P_20260116_0945,put,1.5368686124405877,1.5679164631969633,1.5523925378187755,2026-01-16,945.0,1024.4751331721654,0.9224235605152463,0.49456633480264073,-0.06327594349905086
2026-01-13,C_20260116_0965,call,62.07044850159766,63.324396956175384,62.69742272888652,2026-01-16,965.0,1024.4751331721654,0.9419457522721828,0.46807157562142726,0.8851767098864574
2026-01-13,P_20260116_0965,put,2.9626294523721692,3.022480552420092,2.9925550023961307,2026-01-16,965.0,1024.4751331721654,0.9419457522721828,0.46807157562142726,-0.11482329011354264
2026-01-13,C_20260116_0985,call,44.991925019968534,45.900852798149714,45.446388909059124,2026-01-16,985.0,1024.4751331721654,0.9614679440291192,0.4456604134464696,0.7987892229575084
2026-01-13,P_20260116_0985,put,5.679392246208715,5.794127443101821,5.736759844655268,2026-01-16,985.0,1024.4751331721654,0.9614679440291192,0.4456604134464696,-0.20121077704249157
2026-01-13,C_20260116_1005,call,30.106758469490885,30.71497581230888,30.41086714089988,2026-01-16,1005.0,1024.4751331721654,0.9809901357860557,0.4289973731048214,0.6694986827539022
2026-01-13,P_20260116_1005,put,10.589511971196764,10.803441505968415,10.69647673858259,2026-01-16,1005.0,1024.4751331721654,0.9809901357860557,0.4289973731048214,-0.33050131724609777
2026-01-13,C_20260116_1025,call,18.379587593871953,18.750892393748153,18.565239993810053,2026-01-16,1025.0,1024.4751331721654,1.0005123275429921,0.41944195977873105,0.506739051490926
2026-01-13,P_20260116_1025,put,18.657627371043674,19.03454913611526,18.846088253579467,2026-01-16,1025.0,1024.4751331721654,1.0005123275429921,0.41944195977873105,-0.493260948509074
2026-01-13,C_20260116_1045,call,10.269488760769761,10.476953180179251,10.373220970474506,2026-01-16,1045.0,1024.4751331721654,1.0200345192999285,0.4174412750949296,0.34181315505355414
2026-01-13,P_20260116_1045,put,30.342814813406868,30.955800971253474,30.64930789233017,2026-01-16,1045.0,1024.4751331721654,1.0200345192999285,0.4174412750949296,-0.6581868449464459
2026-01-13,C_20260116_1065,call,5.364086408177066,5.4724517901604415,5.418269099168754,2026-01-16,1065.0,1024.4751331721654,1.0395567110568649,0.4223016122847807,0.20789605566861669
